ID,depth,table,price,x,y,z,quality
25117,61.9,57,13660,7.62,7.67,4.73,IVVS2_1.71_Ideal
18422,61.9,57,7491,7.37,7.33,4.55,JSI1_1.52_Ideal
18152,61.9,57,7356,7.33,7.37,4.55,JSI1_1.52_Ideal
11250,61.9,57,4968,6.84,6.89,4.25,JSI1_1.21_Ideal
11736,61.9,57,5071,6.8,6.87,4.23,JSI1_1.2_Ideal
22847,61.9,57,10885,7.98,7.95,4.93,JSI1_1.9_Premium
367,61.9,57,2807,6.21,6.19,3.84,JSI2_0.93_Premium
35205,61.9,57,891,4.9,4.83,3.01,JVS1_0.44_Premium
29203,61.9,57,694,4.83,4.9,3.01,JVS1_0.44_Very Good
51365,61.9,57,2365,5.88,5.91,3.65,JVS1_0.78_Ideal
48431,61.9,57,1974,5.65,5.69,3.51,JVS2_0.7_Ideal
19664,61.9,57,8275,7.39,7.5,4.6,JVS2_1.54_Ideal
42138,61.9,57,1280,5.29,5.31,3.28,JVS2_0.56_Ideal
10477,61.9,57,4793,6.82,6.87,4.24,JVS2_1.22_Very Good
700,61.9,57.1,2854,5.87,5.95,3.66,HVS1_0.78_Very Good
42136,61.9,57.7,1280,5.32,5.34,3.3,FSI2_0.57_Good
4296,61.9,58,3589,6.63,6.66,4.11,DI1_1.11_Premium
4592,61.9,58,3655,6.66,6.63,4.11,DI1_1.11_Premium
26575,61.9,58,16286,7.74,7.79,4.81,DSI1_1.74_Very Good
45947,61.9,58,1723,5.27,5.33,3.28,DSI1_0.56_Premium
46904,61.9,58,1814,5.33,5.27,3.28,DSI1_0.56_Premium
14034,61.9,58,5704,6.57,6.53,4.05,DSI1_1.07_Premium
15257,61.9,58,6126,6.99,7.03,4.34,DSI2_1.29_Very Good
13076,61.9,58,5412,6.88,6.81,4.24,DSI2_1.26_Premium
28828,61.9,58,683,4.71,4.73,2.92,DSI2_0.41_Premium
20217,61.9,58,8649,7.34,7.27,4.52,DSI2_1.5_Premium
28193,61.9,58,666,4.71,4.73,2.92,DSI2_0.4_Premium
52575,61.9,58,2536,5.71,5.67,3.52,DSI2_0.7_Premium
23926,61.9,58,12052,7.73,7.67,4.77,DSI2_1.74_Premium
34780,61.9,58,876,4.73,4.71,2.92,DSI2_0.41_Premium
21997,61.9,58,10064,7.54,7.49,4.65,DSI2_1.6_Premium
10156,61.9,58,4727,6.43,6.49,4,DSI2_1.01_Very Good
9178,61.9,58,4543,6.54,6.49,4.03,DSI2_1.04_Premium
34239,61.9,58,855,4.73,4.71,2.92,DSI2_0.4_Premium
37891,61.9,58,1006,4.62,4.56,2.84,DVS1_0.37_Premium
18510,61.9,58,7544,6.19,6.24,3.85,DVS1_0.92_Very Good
29914,61.9,58,712,4.28,4.32,2.66,DVS1_0.3_Premium
36377,61.9,58,941,4.56,4.62,2.84,DVS1_0.37_Premium
35,61.9,58,402,3.92,3.96,2.44,DVS1_0.23_Very Good
51003,61.9,58,2326,5.37,5.32,3.31,DVS1_0.59_Premium
48952,61.9,58,2047,5.35,5.32,3.3,DVS2_0.57_Premium
33529,61.9,58,829,4.51,4.6,2.82,DVS2_0.35_Premium
48174,61.9,58,1944,5.32,5.35,3.3,DVS2_0.57_Premium
47351,61.9,58,1845,5.1,5.04,3.14,DVS2_0.5_Premium
29848,61.9,58,710,4.28,4.32,2.66,DVS2_0.3_Premium
39179,61.9,58,1063,4.6,4.51,2.82,DVS2_0.35_Premium
35858,61.9,58,917,4.7,4.73,2.92,DVS2_0.4_Ideal
35739,61.9,58,911,4.32,4.28,2.66,DVS2_0.3_Premium
47006,61.9,58,1818,5.19,5.12,3.19,DVS2_0.51_Premium
19933,61.9,58,8481,6.54,6.57,4.06,DVS2_1.08_Ideal
46222,61.9,58,1752,5.04,5.1,3.14,DVS2_0.5_Premium
47327,61.9,58,530,3.91,3.94,2.43,DVVS2_0.23_Very Good
36627,61.9,58,478,4.02,4.03,2.49,DVVS2_0.24_Very Good
38420,61.9,58,1026,4.26,4.3,2.65,EIF_0.3_Premium
39821,61.9,58,1097,4.3,4.26,2.65,EIF_0.3_Premium
50275,61.9,58,2239,5.63,5.67,3.5,ESI1_0.7_Good
7328,61.9,58,4209,6.17,6.1,3.8,ESI1_0.9_Premium
47136,61.9,58,1830,5.43,5.39,3.35,ESI1_0.6_Premium
26549,61.9,58,16232,7.94,7.88,4.9,ESI1_1.87_Premium
2686,61.9,58,3243,5.92,5.97,3.68,ESI1_0.81_Very Good
28602,61.9,58,675,4.33,4.27,2.66,ESI1_0.3_Premium
32206,61.9,58,788,4.52,4.49,2.79,ESI1_0.35_Premium
46084,61.9,58,1738,5.39,5.43,3.35,ESI1_0.6_Premium
46648,61.9,58,526,4.27,4.33,2.66,ESI1_0.3_Very Good
18039,61.9,58,614,4.49,4.52,2.79,ESI1_0.35_Very Good
42085,61.9,58,1273,5.24,5.2,3.23,ESI2_0.55_Premium
41010,61.9,58,1185,5.2,5.24,3.23,ESI2_0.55_Premium
22683,61.9,58,629,4.71,4.73,2.92,ESI2_0.4_Ideal
40742,61.9,58,1163,5.19,5.24,3.23,ESI2_0.54_Very Good
20028,61.9,58,421,4.28,4.31,2.66,ESI2_0.3_Very Good
49628,61.9,58,540,4.31,4.28,2.66,ESI2_0.3_Premium
41813,61.9,58,1250,5.24,5.19,3.23,ESI2_0.54_Premium
47140,61.9,58,1831,5.1,5.15,3.17,EVS1_0.51_Premium
36416,61.9,58,942,4.32,4.31,2.67,EVS1_0.31_Premium
30543,61.9,58,734,4.31,4.32,2.67,EVS1_0.31_Premium
31972,61.9,58,452,4.1,4.11,2.54,EVS1_0.26_Premium
7726,61.9,58,580,4.11,4.1,2.54,EVS1_0.26_Premium
43709,61.9,58,1437,4.94,4.91,3.05,EVS1_0.46_Premium
48066,61.9,58,1928,5.15,5.1,3.17,EVS1_0.51_Premium
4132,61.9,58,3543,5.83,5.86,3.62,EVS1_0.75_Very Good
29188,61.9,58,694,4.27,4.29,2.65,EVS1_0.3_Ideal
43026,61.9,58,1372,4.91,4.94,3.05,EVS1_0.46_Premium
21715,61.9,58,627,4.42,4.47,2.75,EVS2_0.33_Very Good
26074,61.9,58,15293,7.39,7.45,4.59,EVS2_1.55_Ideal
1291,61.9,58,2952,5.7,5.73,3.54,EVS2_0.7_Ideal
32792,61.9,58,804,4.47,4.42,2.75,EVS2_0.33_Premium
36800,61.9,58,956,4.45,4.43,2.75,EVS2_0.34_Premium
45178,61.9,58,1656,5.31,5.36,3.3,EVS2_0.58_Very Good
30924,61.9,58,745,4.43,4.45,2.75,EVS2_0.34_Premium
42030,61.9,58,1267,4.62,4.66,2.87,EVVS1_0.38_Premium
43796,61.9,58,1442,4.77,4.8,2.96,EVVS1_0.41_Ideal
34969,61.9,58,472,3.94,3.98,2.45,EVVS1_0.23_Very Good
53488,61.9,58,2682,5.07,5.11,3.15,EVVS1_0.5_Ideal
6791,61.9,58,4114,5.6,5.67,3.49,EVVS1_0.7_Very Good
42572,61.9,58,1327,4.66,4.62,2.87,EVVS1_0.38_Premium
23407,61.9,58,11395,6.84,6.79,4.22,EVVS2_1.21_Premium
38774,61.9,58,1046,4.38,4.35,2.7,EVVS2_0.31_Premium
37126,61.9,58,971,4.66,4.68,2.89,EVVS2_0.39_Very Good
31542,61.9,58,766,4.28,4.32,2.66,EVVS2_0.3_Ideal
5717,61.9,58,575,4.1,4.14,2.55,EVVS2_0.27_Very Good
31543,61.9,58,766,4.27,4.29,2.65,EVVS2_0.3_Ideal
33121,61.9,58,816,4.35,4.38,2.7,EVVS2_0.31_Premium
34069,61.9,58,851,5.15,5.05,3.15,FI1_0.5_Premium
37260,61.9,58,977,4.39,4.36,2.71,FIF_0.31_Premium
35803,61.9,58,914,4.36,4.39,2.71,FIF_0.31_Premium
10804,61.9,58,4862,6.58,6.53,4.06,FSI1_1.06_Premium
11500,61.9,58,5019,6.43,6.49,4,FSI1_1.02_Very Good
12934,61.9,58,5383,6.41,6.44,3.98,FSI1_1.01_Very Good
10369,61.9,58,4774,6.53,6.58,4.06,FSI1_1.06_Premium
42339,61.9,58,1298,5.1,5.15,3.17,FSI1_0.52_Very Good
17429,61.9,58,6985,6.75,6.82,4.2,FSI1_1.2_Very Good
50219,61.9,58,2230,5.69,5.74,3.54,FSI1_0.7_Premium
3105,61.9,58,3322,5.97,6.01,3.71,FSI1_0.83_Very Good
50925,61.9,58,2319,5.69,5.65,3.51,FSI1_0.7_Premium
8444,61.9,58,4412,6.38,6.34,3.94,FSI1_1.01_Premium
1557,61.9,58,3004,5.99,5.96,3.7,FSI1_0.81_Premium
1011,61.9,58,2900,5.71,5.72,3.54,FSI1_0.7_Very Good
6501,61.9,58,4063,6.31,6.35,3.92,FSI2_0.97_Premium
6182,61.9,58,3993,6.35,6.31,3.92,FSI2_0.97_Premium
9850,61.9,58,4676,6.39,6.34,3.94,FSI2_1.01_Premium
43055,61.9,58,1376,5.34,5.32,3.3,FSI2_0.57_Ideal
15549,61.9,58,6233,6.77,6.79,4.2,FSI2_1.23_Very Good
50640,61.9,58,402,3.9,4.02,2.45,FVS1_0.23_Very Good
18316,61.9,58,7450,6.34,6.37,3.94,FVS1_1_Very Good
22204,61.9,58,10245,6.82,6.76,4.2,FVS1_1.21_Premium
18416,61.9,58,7485,6.5,6.45,4.01,FVS1_1.02_Premium
18147,61.9,58,7351,6.45,6.5,4.01,FVS1_1.02_Premium
26172,61.9,58,15508,7.34,7.4,4.56,FVS1_1.5_Very Good
46241,61.9,58,1753,5.2,5.17,3.21,FVS2_0.53_Premium
17291,61.9,58,6927,6.41,6.49,3.99,FVS2_1_Very Good
29650,61.9,58,706,4.48,4.54,2.79,FVS2_0.35_Premium
18184,61.9,58,7371,6.7,6.64,4.13,FVS2_1.11_Premium
22924,61.9,58,10962,7.06,7.02,4.36,FVS2_1.35_Premium
30979,61.9,58,746,4.54,4.6,2.83,FVS2_0.37_Premium
36854,61.9,58,957,4.6,4.54,2.83,FVS2_0.37_Premium
35583,61.9,58,906,4.54,4.48,2.79,FVS2_0.35_Premium
44912,61.9,58,1631,5.17,5.2,3.21,FVS2_0.53_Very Good
36535,61.9,58,945,4.8,4.76,2.96,FVS2_0.42_Premium
3534,61.9,58,3408,6.05,6.01,3.73,FVS2_0.83_Premium
35045,61.9,58,884,4.76,4.8,2.96,FVS2_0.42_Premium
17259,61.9,58,6908,6.55,6.51,4.04,FVS2_1.04_Premium
23774,61.9,58,11830,6.85,6.81,4.23,FVVS1_1.22_Premium
23678,61.9,58,11723,6.81,6.85,4.23,FVVS1_1.22_Premium
33055,61.9,58,814,4.26,4.3,2.65,FVVS1_0.3_Ideal
43180,61.9,58,1391,4.77,4.82,2.97,FVVS1_0.42_Very Good
26821,61.9,58,16716,7.3,7.36,4.54,FVVS2_1.51_Very Good
49016,61.9,58,2052,5.07,5.1,3.15,FVVS2_0.5_Premium
18705,61.9,58,620,4.17,4.2,2.59,FVVS2_0.27_Very Good
49769,61.9,58,2160,5.1,5.07,3.15,FVVS2_0.5_Premium
45115,61.9,58,1650,5.74,5.69,3.54,GI1_0.7_Premium
4142,61.9,58,3545,5.74,5.77,3.56,GIF_0.71_Premium
44696,61.9,58,1612,5.54,5.51,3.42,GSI1_0.65_Premium
27480,61.9,58,18153,8.12,8.16,5.04,GSI1_2.04_Ideal
37589,61.9,58,990,4.87,4.83,3,GSI1_0.44_Premium
8263,61.9,58,4381,6.47,6.42,3.99,GSI1_1.02_Premium
52786,61.9,58,2567,5.66,5.69,3.51,GSI1_0.7_Ideal
18187,61.9,58,7372,6.74,6.79,4.19,GSI1_1.2_Very Good
31749,61.9,58,772,4.83,4.87,3,GSI1_0.44_Premium
50840,61.9,58,2310,5.69,5.72,3.53,GSI1_0.7_Ideal
50493,61.9,58,2268,5.64,5.6,3.48,GSI2_0.7_Premium
11276,61.9,58,4973,6.47,6.51,4.02,GSI2_1.04_Ideal
9842,61.9,58,4675,6.55,6.57,4.06,GSI2_1.08_Ideal
37887,61.9,58,1006,5.12,5.09,3.16,GSI2_0.5_Premium
14145,61.9,58,5739,6.88,6.79,4.23,GSI2_1.22_Premium
22445,61.9,58,10472,7.61,7.57,4.7,GSI2_1.7_Premium
20810,61.9,58,9038,7.9,7.84,4.87,GSI2_1.91_Premium
15324,61.9,58,6152,6.42,6.5,4,GVS1_1.01_Very Good
28327,61.9,58,666,4.43,4.46,2.75,GVS1_0.33_Premium
33641,61.9,58,833,4.62,4.66,2.87,GVS1_0.38_Premium
16795,61.9,58,6694,6.44,6.48,4,GVS1_1.02_Very Good
34158,61.9,58,854,4.46,4.43,2.75,GVS1_0.33_Premium
21527,61.9,58,9625,6.76,6.8,4.2,GVS1_1.2_Ideal
19221,61.9,58,7962,6.72,6.76,4.17,GVS1_1.16_Premium
39270,61.9,58,1069,4.66,4.62,2.87,GVS1_0.38_Premium
36926,61.9,58,961,4.78,4.75,2.95,GVS1_0.41_Premium
25581,61.9,58,14424,7.38,7.35,4.56,GVS1_1.52_Premium
19464,61.9,58,8107,6.76,6.72,4.17,GVS1_1.16_Premium
35380,61.9,58,899,4.75,4.78,2.95,GVS1_0.41_Premium
33997,61.9,58,847,4.77,4.82,2.97,GVS2_0.42_Premium
28585,61.9,58,675,4.33,4.3,2.67,GVS2_0.3_Premium
15595,61.9,58,6256,6.72,6.68,4.15,GVS2_1.14_Premium
18206,61.9,58,7389,6.86,6.74,4.21,GVS2_1.19_Premium
17759,61.9,58,7151,6.7,6.67,4.14,GVS2_1.13_Premium
1726,61.9,58,561,4.36,4.43,2.72,GVS2_0.32_Premium
17247,61.9,58,6903,6.55,6.54,4.05,GVS2_1.07_Premium
16136,61.9,58,6449,6.37,6.43,3.96,GVS2_1.01_Ideal
30061,61.9,58,720,4.43,4.36,2.72,GVS2_0.32_Premium
37033,61.9,58,966,4.76,4.74,2.94,GVS2_0.4_Premium
45987,61.9,58,526,4.3,4.33,2.67,GVS2_0.3_Premium
15014,61.9,58,6047,6.37,6.42,3.96,GVS2_1.01_Very Good
19989,61.9,58,8530,7.02,6.97,4.33,GVS2_1.29_Premium
24798,61.9,58,13178,7.4,7.44,4.59,GVS2_1.56_Premium
294,61.9,58,2797,5.72,5.75,3.55,GVS2_0.72_Ideal
31107,61.9,58,753,4.74,4.76,2.94,GVS2_0.4_Premium
50940,61.9,58,2320,5.48,5.51,3.4,GVS2_0.63_Ideal
24881,61.9,58,13299,7.44,7.4,4.59,GVS2_1.56_Premium
15348,61.9,58,6160,6.45,6.41,3.98,GVS2_1_Premium
16974,61.9,58,6779,6.54,6.55,4.05,GVS2_1.07_Premium
15305,61.9,58,6144,6.68,6.72,4.15,GVS2_1.14_Premium
39671,61.9,58,1087,4.82,4.77,2.97,GVS2_0.42_Premium
19408,61.9,58,8064,6.91,6.85,4.26,GVS2_1.25_Premium
33782,61.9,58,842,4.36,4.39,2.71,GVVS1_0.32_Very Good
47696,61.9,58,1883,5.06,5.09,3.14,GVVS1_0.5_Ideal
48320,61.9,58,536,3.93,3.96,2.44,GVVS1_0.23_Ideal
3243,61.9,58,3354,5.67,5.74,3.53,GVVS1_0.7_Ideal
39560,61.9,58,1080,4.39,4.36,2.71,GVVS1_0.32_Premium
15932,61.9,58,6371,6.48,6.38,3.98,GVVS2_1.01_Premium
33227,61.9,58,821,4.54,4.6,2.83,GVVS2_0.36_Very Good
17828,61.9,58,7188,6.38,6.44,3.97,GVVS2_1.01_Very Good
37024,61.9,58,965,4.43,4.39,2.73,GVVS2_0.33_Premium
31077,61.9,58,752,4.39,4.43,2.73,GVVS2_0.33_Very Good
20700,61.9,58,8975,6.84,6.85,4.24,GVVS2_1.22_Very Good
46099,61.9,58,1741,5.06,5.09,3.14,GVVS2_0.5_Ideal
38988,61.9,58,1053,4.6,4.54,2.83,GVVS2_0.36_Premium
15601,61.9,58,6257,6.38,6.48,3.98,GVVS2_1.01_Very Good
14990,61.9,58,6038,7.39,7.34,4.56,HI1_1.51_Premium
22076,61.9,58,10096,7.33,7.37,4.55,HSI1_1.51_Ideal
9478,61.9,58,4604,6.43,6.47,3.99,HSI1_1.02_Premium
30953,61.9,58,449,4.34,4.38,2.7,HSI1_0.32_Very Good
9494,61.9,58,4608,6.45,6.5,4.01,HSI1_1.05_Premium
11108,61.9,58,4932,6.49,6.43,4,HSI1_1.03_Premium
18074,61.9,58,7302,7.04,6.98,4.34,HSI1_1.33_Premium
17793,61.9,58,7171,6.98,7.04,4.34,HSI1_1.33_Premium
11214,61.9,58,4960,6.63,6.59,4.09,HSI1_1.11_Premium
13219,61.9,58,5458,6.71,6.67,4.14,HSI1_1.14_Premium
6370,61.9,58,576,4.38,4.34,2.7,HSI1_0.32_Premium
19717,61.9,58,8289,7.38,7.42,4.58,HSI1_1.53_Ideal
10340,61.9,58,4767,6.42,6.48,3.99,HSI1_1.01_Ideal
42755,61.9,58,1343,5.27,5.3,3.27,HSI1_0.56_Ideal
4500,61.9,58,3629,6.2,6.15,3.82,HSI1_0.9_Premium
9929,61.9,58,4692,6.5,6.45,4.01,HSI1_1.05_Premium
11177,61.9,58,4953,6.3,6.37,3.92,HSI1_1_Very Good
37643,61.9,58,990,5.04,5.01,3.11,HSI1_0.48_Premium
14277,61.9,58,5780,6.63,6.65,4.11,HSI1_1.11_Very Good
8023,61.9,58,4332,6.84,6.77,4.21,HSI2_1.19_Premium
9992,61.9,58,4704,6.74,6.66,4.15,HSI2_1.12_Premium
11058,61.9,58,596,4.71,4.73,2.92,HSI2_0.4_Ideal
23219,61.9,58,11226,8.37,8.33,5.17,HSI2_2.26_Premium
9548,61.9,58,4620,6.66,6.74,4.15,HSI2_1.12_Premium
12283,61.9,58,5214,7.07,7.01,4.36,HSI2_1.33_Premium
21010,61.9,58,9224,7.58,7.54,4.68,HSI2_1.64_Premium
51965,61.9,58,545,4.3,4.32,2.67,HVS1_0.3_Ideal
30845,61.9,58,743,4.45,4.43,2.75,HVS1_0.33_Premium
7078,61.9,58,579,4.43,4.45,2.75,HVS1_0.33_Premium
13811,61.9,58,5627,6.57,6.49,4.04,HVS1_1.06_Very Good
42290,61.9,58,505,4.37,4.39,2.71,HVS2_0.32_Premium
6146,61.9,58,3989,6.14,6.18,3.81,HVS2_0.9_Good
20305,61.9,58,8718,7.09,7.15,4.41,HVS2_1.36_Premium
14624,61.9,58,5902,6.9,6.84,4.25,HVS2_1.25_Premium
8411,61.9,58,4403,6.2,6.24,3.85,HVS2_0.9_Ideal
38955,61.9,58,489,4.37,4.39,2.71,HVS2_0.31_Very Good
20565,61.9,58,8877,7.15,7.09,4.41,HVS2_1.36_Premium
22035,61.9,58,628,4.39,4.37,2.71,HVS2_0.31_Premium
27711,61.9,58,648,4.39,4.37,2.71,HVS2_0.32_Premium
35603,61.9,58,907,4.34,4.32,2.68,HVVS1_0.31_Premium
29715,61.9,58,707,4.32,4.34,2.68,HVVS1_0.31_Very Good
50237,61.9,58,2232,5.49,5.46,3.39,HVVS1_0.62_Premium
28162,61.9,58,665,4.27,4.29,2.65,HVVS1_0.3_Ideal
29599,61.9,58,706,4.5,4.54,2.8,HVVS2_0.35_Premium
35552,61.9,58,906,4.54,4.5,2.8,HVVS2_0.35_Premium
32646,61.9,58,802,4.36,4.33,2.69,HVVS2_0.31_Premium
32662,61.9,58,802,4.33,4.3,2.67,HVVS2_0.31_Premium
20716,61.9,58,625,4.33,4.36,2.69,HVVS2_0.31_Very Good
20702,61.9,58,625,4.3,4.33,2.67,HVVS2_0.31_Very Good
8520,61.9,58,4426,6.45,6.47,4,ISI1_1.04_Very Good
51548,61.9,58,2387,5.93,5.87,3.65,ISI1_0.78_Premium
47791,61.9,58,1898,5.66,5.69,3.51,ISI1_0.71_Very Good
8149,61.9,58,4355,6.48,6.42,3.99,ISI1_1.01_Premium
6111,61.9,58,3978,6.63,6.61,4.1,ISI1_1.11_Premium
37392,61.9,58,982,5.06,5.09,3.14,ISI1_0.5_Ideal
49446,61.9,58,2110,5.66,5.68,3.51,ISI1_0.7_Ideal
49035,61.9,58,2054,5.67,5.7,3.52,ISI1_0.7_Ideal
23351,61.9,58,422,4.27,4.32,2.66,ISI1_0.3_Ideal
6079,61.9,58,3968,6.65,6.58,4.1,ISI1_1.09_Premium
20184,61.9,58,8631,7.42,7.37,4.58,ISI1_1.52_Premium
19930,61.9,58,8477,7.37,7.42,4.58,ISI1_1.52_Premium
15789,61.9,58,6318,6.97,6.92,4.3,ISI1_1.26_Very Good
26420,61.9,58,15942,8.07,8.18,5.03,ISI1_2.02_Ideal
26178,61.9,58,15515,8.36,8.29,5.15,ISI2_2.24_Premium
1810,61.9,58,3054,6.45,6.41,3.98,ISI2_1.01_Premium
26108,61.9,58,15375,8.29,8.36,5.15,ISI2_2.24_Premium
18139,61.9,58,7345,7.46,7.5,4.63,ISI2_1.59_Very Good
20197,61.9,58,8637,7.39,7.34,4.56,ISI2_1.53_Ideal
50789,61.9,58,2304,5.7,5.73,3.54,IVS1_0.7_Very Good
699,61.9,58,2853,5.99,5.97,3.7,IVS1_0.82_Premium
27756,61.9,58,648,4.4,4.36,2.71,IVS1_0.32_Premium
42936,61.9,58,505,4.36,4.4,2.71,IVS1_0.32_Premium
14144,61.9,58,5739,6.76,6.81,4.2,IVS1_1.21_Premium
49398,61.9,58,2104,5.76,5.71,3.55,IVS1_0.71_Premium
8997,61.9,58,4511,6.47,6.55,4.03,IVS2_1.04_Very Good
41488,61.9,58,1232,5.14,5.17,3.19,IVS2_0.52_Ideal
11526,61.9,58,5027,6.63,6.68,4.12,IVS2_1.12_Premium
11900,61.9,58,5119,6.68,6.63,4.12,IVS2_1.12_Premium
3485,61.9,58,3398,6.18,6.23,3.84,IVS2_0.9_Premium
32758,61.9,58,803,4.52,4.43,2.77,IVVS1_0.34_Premium
21387,61.9,58,626,4.43,4.52,2.77,IVVS1_0.34_Very Good
49597,61.9,58,2137,5.72,5.75,3.55,IVVS2_0.71_Very Good
45377,61.9,58,1666,5.64,5.67,3.5,JSI1_0.7_Very Good
8507,61.9,58,4423,6.77,6.73,4.18,JSI1_1.17_Premium
8102,61.9,58,4346,6.36,6.4,3.95,JSI1_1.01_Very Good
11596,61.9,58,5042,6.87,6.84,4.24,JSI1_1.22_Premium
18905,61.9,58,7757,7.62,7.56,4.7,JSI1_1.71_Premium
52605,61.9,58,2544,6.03,6.05,3.74,JVS1_0.84_Very Good
16698,61.9,58,421,4.33,4.39,2.7,JVS1_0.32_Premium
26005,61.9,58,15231,8.06,8.1,5,JVS1_2.02_Ideal
42546,61.9,58,1324,5.31,5.35,3.3,JVS1_0.58_Ideal
49631,61.9,58,540,4.39,4.33,2.7,JVS1_0.32_Premium
19539,61.9,58,8170,7.28,7.33,4.52,JVS1_1.51_Ideal
42196,61.9,58,1287,5.35,5.38,3.32,JVS2_0.59_Very Good
41608,61.9,58,393,4.35,4.38,2.7,JVS2_0.32_Premium
11251,61.9,58,4968,6.84,6.79,4.22,JVS2_1.21_Premium
41638,61.9,58,504,4.38,4.35,2.7,JVS2_0.32_Premium
2975,61.9,58,3299,6.18,6.22,3.84,JVS2_0.91_Ideal
47265,61.9,58,1843,5.67,5.73,3.53,JVVS2_0.7_Premium
25938,61.9,59,15100,7.61,7.64,4.72,DSI1_1.7_Premium
34716,61.9,59,874,4.65,4.62,2.87,DSI1_0.37_Premium
28787,61.9,59,681,4.62,4.65,2.87,DSI1_0.37_Premium
26009,61.9,59,15238,7.64,7.61,4.72,DSI1_1.7_Premium
39711,61.9,59,1089,4.9,4.86,3.02,DSI1_0.44_Premium
38661,61.9,59,1040,4.81,4.76,2.96,DSI1_0.42_Premium
32928,61.9,59,810,4.76,4.81,2.96,DSI1_0.42_Premium
133,61.9,59,2764,5.69,5.72,3.53,DSI1_0.71_Ideal
34027,61.9,59,849,4.86,4.9,3.02,DSI1_0.44_Premium
24749,61.9,59,13098,8.02,8,4.98,DSI2_2_Premium
18221,61.9,59,7393,6.14,6.17,3.81,DVS1_0.9_Ideal
45817,61.9,59,1712,5.07,5.1,3.15,DVS2_0.5_Ideal
18276,61.9,59,7422,6.35,6.44,3.96,DVS2_1.01_Very Good
3297,61.9,59,3366,5.68,5.72,3.53,DVS2_0.71_Very Good
39920,61.9,59,1105,4.75,4.78,2.95,DVVS2_0.41_Premium
40977,61.9,59,1181,4.78,4.75,2.95,DVVS2_0.41_Premium
23672,61.9,59,11717,7.26,7.32,4.51,ESI1_1.5_Very Good
2070,61.9,59,561,4.36,4.39,2.71,ESI1_0.32_Premium
51761,61.9,59,2407,5.74,5.66,3.53,ESI1_0.7_Premium
11719,61.9,59,596,4.44,4.48,2.76,ESI1_0.34_Premium
30073,61.9,59,720,4.39,4.36,2.71,ESI1_0.32_Premium
31528,61.9,59,765,4.48,4.44,2.76,ESI1_0.34_Premium
7887,61.9,59,4311,6.39,6.43,3.97,ESI2_1_Very Good
49042,61.9,59,2055,5.1,5.08,3.15,EVS1_0.5_Premium
34601,61.9,59,470,4.16,4.21,2.59,EVS1_0.27_Very Good
40590,61.9,59,1153,4.8,4.77,2.96,EVS1_0.41_Premium
12506,61.9,59,5259,6.17,6.23,3.84,EVS1_0.91_Very Good
12123,61.9,59,5167,6.23,6.17,3.84,EVS1_0.91_Premium
39498,61.9,59,1079,4.77,4.8,2.96,EVS1_0.41_Premium
47133,61.9,59,1830,5.16,5.21,3.21,EVS1_0.53_Very Good
33883,61.9,59,844,4.33,4.29,2.67,EVS2_0.3_Premium
36875,61.9,59,958,4.75,4.81,2.96,EVS2_0.42_Very Good
35761,61.9,59,912,4.72,4.75,2.93,EVS2_0.4_Premium
38392,61.9,59,1024,4.81,4.75,2.96,EVS2_0.42_Premium
45202,61.9,59,1656,5.06,5.11,3.15,EVS2_0.51_Premium
46554,61.9,59,1781,5.11,5.06,3.15,EVS2_0.51_Premium
28013,61.9,59,658,4.29,4.33,2.67,EVS2_0.3_Premium
37228,61.9,59,975,4.75,4.72,2.93,EVS2_0.4_Premium
1879,61.9,59,3073,5.62,5.5,3.44,EVVS1_0.62_Premium
25364,61.9,59,642,4.16,4.21,2.59,EVVS1_0.28_Very Good
5722,61.9,59,575,3.99,4.02,2.48,EVVS2_0.25_Very Good
4439,61.9,59,3616,5.74,5.77,3.56,EVVS2_0.74_Very Good
32348,61.9,59,789,4.27,4.32,2.66,EVVS2_0.3_Very Good
38066,61.9,59,1013,4.32,4.27,2.66,EVVS2_0.3_Premium
31538,61.9,59,766,4.27,4.3,2.65,EVVS2_0.3_Ideal
50887,61.9,59,2316,6.18,6.16,3.82,FI1_0.9_Premium
50041,61.9,59,2199,6.16,6.18,3.82,FI1_0.9_Very Good
22448,61.9,59,10476,6.38,6.45,3.97,FIF_1.01_Very Good
31704,61.9,59,770,4.54,4.51,2.8,FSI1_0.36_Premium
13042,61.9,59,600,4.51,4.54,2.8,FSI1_0.36_Very Good
44737,61.9,59,1617,5.29,5.24,3.26,FSI1_0.55_Premium
6995,61.9,59,4155,6.57,6.52,4.05,FSI1_1.06_Premium
51726,61.9,59,2401,5.69,5.71,3.53,FSI1_0.7_Premium
51851,61.9,59,2423,5.71,5.69,3.53,FSI1_0.7_Premium
1755,61.9,59,3043,5.97,5.95,3.69,FSI1_0.81_Premium
6268,61.9,59,4013,6.09,6.12,3.78,FSI2_0.9_Good
8817,61.9,59,4476,6.71,6.66,4.14,FSI2_1.16_Premium
14006,61.9,59,5699,6.86,6.74,4.21,FSI2_1.2_Premium
29903,61.9,59,711,4.85,4.9,3.02,FSI2_0.44_Very Good
5796,61.9,59,3906,6.39,6.44,3.97,FSI2_1_Very Good
33850,61.9,59,844,4.3,4.26,2.65,FVS1_0.3_Premium
28021,61.9,59,658,4.26,4.3,2.65,FVS1_0.3_Very Good
17956,61.9,59,7257,6.38,6.44,3.97,FVS1_1.02_Very Good
