EmployeeNumber,EmployeeID,MonthlyIncome,OverTime,PercentSalaryHike,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TotalWorkingYears,NumCompaniesWorked,Department,JobLevel,JobRole,Attrition,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,BusinessTravel,Age,Gender,MaritalStatus,Education,EducationField,DistanceFromHome,EmployeeNumber,EmployeeID,PerformanceRating
1115,10805,"$2,979",No,17%,2,0,0,0,0,6,3,Research & Development,1,Research Scientist,No,3,4,3,Non-Travel,34,Male,Married,4,Life Sciences,3,1115,10805,3
1034,10806,"$6,385",Yes,14%,3,8,7,6,7,17,3,Research & Development,2,Healthcare Representative,No,3,2,3,Travel_Frequently,55,Male,Married,4,Medical,18,1034,10806,3
707,10807,"$4,851",No,22%,4,3,2,1,2,4,0,Sales,2,Sales Executive,No,4,2,3,Travel_Rarely,25,Male,Married,3,Life Sciences,8,707,10807,4
1580,10808,"$5,484",No,17%,3,2,2,2,1,9,9,Research & Development,2,Research Scientist,No,2,4,2,Travel_Rarely,34,Male,Married,4,Life Sciences,1,1580,10808,3
601,10809,"$13,237",No,15%,3,20,6,5,13,22,7,Research & Development,4,Manufacturing Director,No,2,3,3,Travel_Rarely,40,Female,Single,3,Life Sciences,6,601,10809,3
1537,10810,"$4,084",No,12%,2,7,2,7,7,7,1,Research & Development,1,Research Scientist,Yes,4,3,1,Travel_Frequently,31,Female,Single,3,Life Sciences,3,1537,10810,3
211,10811,"$6,132",No,17%,2,1,0,0,0,10,2,Research & Development,2,Manufacturing Director,No,2,3,3,Travel_Rarely,51,Male,Married,4,Medical,7,211,10811,3
732,10812,"$5,405",No,14%,1,2,2,2,2,10,8,Sales,2,Sales Executive,No,1,1,3,Travel_Rarely,60,Male,Single,4,Marketing,16,732,10812,3
1003,10813,"$4,163",Yes,17%,0,9,0,0,7,9,1,Sales,2,Sales Executive,No,4,4,3,Travel_Rarely,47,Female,Single,2,Life Sciences,4,1003,10813,3
216,10814,"$2,231",No,18%,3,4,3,1,2,6,6,Sales,1,Sales Representative,No,3,3,3,Travel_Frequently,34,Female,Married,4,Marketing,2,216,10814,3
1981,10815,"$4,617",No,12%,2,4,3,1,2,4,1,Research & Development,2,Healthcare Representative,No,2,3,2,Travel_Rarely,24,Male,Single,2,Life Sciences,1,1981,10815,3
1390,10816,"$6,120",Yes,12%,2,5,4,1,4,8,3,Sales,2,Sales Executive,No,1,4,4,Travel_Rarely,39,Male,Married,4,Life Sciences,21,1390,10816,3
1269,10817,"$2,994",Yes,12%,2,1,0,0,1,1,1,Research & Development,1,Research Scientist,No,2,4,3,Travel_Rarely,19,Female,Single,3,Life Sciences,25,1269,10817,3
951,10818,"$2,332",No,20%,3,3,0,0,2,5,6,Research & Development,1,Laboratory Technician,No,3,2,3,Non-Travel,32,Female,Married,3,Life Sciences,1,951,10818,4
683,10819,"$2,691",No,12%,4,10,9,8,8,10,1,Research & Development,1,Research Scientist,No,2,4,2,Travel_Rarely,34,Male,Married,5,Life Sciences,1,683,10819,3
861,10820,"$3,761",No,12%,3,5,4,0,3,10,9,Research & Development,1,Research Scientist,No,2,4,2,Travel_Frequently,30,Male,Divorced,4,Life Sciences,5,861,10820,3
1080,10821,"$4,615",Yes,23%,2,16,13,1,7,19,8,Research & Development,2,Research Scientist,No,4,1,3,Travel_Rarely,46,Female,Divorced,4,Life Sciences,8,1080,10821,4
1026,10822,"$12,742",No,16%,3,21,6,11,8,21,1,Research & Development,4,Manufacturing Director,No,4,4,3,Travel_Rarely,39,Female,Married,1,Life Sciences,1,1026,10822,3
933,10823,"$2,318",No,19%,2,1,1,0,0,1,1,Research & Development,1,Research Scientist,No,2,3,3,Travel_Rarely,27,Female,Single,3,Life Sciences,4,933,10823,3
1608,10824,"$19,049",Yes,14%,4,22,7,1,10,23,0,Research & Development,5,Research Director,No,2,4,2,Travel_Rarely,44,Female,Divorced,3,Medical,7,1608,10824,3
1998,10825,"$5,410",Yes,17%,3,4,3,1,2,9,6,Research & Development,2,Research Scientist,No,4,1,2,Travel_Rarely,42,Male,Divorced,4,Life Sciences,18,1998,10825,3
1937,10826,"$2,133",Yes,16%,3,20,11,0,7,20,1,Research & Development,2,Research Scientist,No,4,2,3,Travel_Frequently,38,Female,Divorced,3,Medical,8,1937,10826,3
1408,10827,"$16,799",No,14%,5,20,7,0,9,21,0,Human Resources,4,Manager,No,3,1,3,Travel_Rarely,42,Female,Married,3,Human Resources,10,1408,10827,3
1677,10828,"$15,379",No,14%,2,8,7,0,0,23,4,Research & Development,4,Manager,No,3,3,3,Travel_Rarely,49,Male,Single,3,Life Sciences,1,1677,10828,3
291,10829,"$10,400",No,11%,2,14,8,9,8,14,1,Sales,3,Sales Executive,Yes,4,4,2,Travel_Rarely,32,Male,Married,4,Medical,4,291,10829,3
1792,10830,"$2,342",Yes,12%,2,5,3,2,3,6,1,Research & Development,1,Research Scientist,Yes,3,2,2,Travel_Frequently,44,Male,Divorced,2,Medical,1,1792,10830,3
725,10831,"$7,412",No,11%,3,9,7,0,7,9,1,Research & Development,3,Manufacturing Director,No,3,1,3,Travel_Rarely,27,Female,Married,2,Life Sciences,1,725,10831,3
140,10832,"$18,844",No,21%,3,3,2,2,2,30,9,Human Resources,5,Manager,No,3,4,3,Non-Travel,59,Female,Married,4,Human Resources,2,140,10832,4
1101,10833,"$4,508",No,22%,4,13,7,3,8,14,1,Research & Development,2,Research Scientist,Yes,1,3,3,Travel_Frequently,33,Female,Single,4,Medical,29,1101,10833,4
1137,10834,"$4,968",No,11%,3,5,2,0,2,5,1,Sales,2,Sales Executive,No,4,4,3,Travel_Frequently,35,Male,Divorced,2,Marketing,11,1137,10834,3
1103,10835,"$7,756",No,17%,1,6,2,0,4,7,0,Research & Development,2,Healthcare Representative,No,1,4,2,Travel_Frequently,34,Male,Single,1,Life Sciences,3,1103,10835,3
1113,10836,"$4,728",Yes,14%,4,0,0,0,0,5,3,Sales,2,Sales Executive,Yes,4,3,3,Travel_Frequently,50,Male,Single,4,Other,1,1113,10836,3
54,10837,"$2,341",No,13%,6,1,0,0,0,1,1,Research & Development,1,Laboratory Technician,No,4,1,3,Travel_Rarely,27,Female,Divorced,4,Life Sciences,2,54,10837,3
51,10838,"$3,419",Yes,14%,3,1,1,0,0,6,9,Research & Development,1,Research Scientist,No,2,1,4,Travel_Rarely,36,Female,Married,4,Life Sciences,5,51,10838,3
1296,10839,"$3,867",Yes,12%,2,2,2,2,2,2,1,Research & Development,1,Laboratory Technician,No,4,4,3,Travel_Frequently,28,Male,Married,3,Life Sciences,2,1296,10839,3
1099,10840,"$7,119",No,15%,2,3,2,1,2,9,4,Research & Development,3,Healthcare Representative,No,4,4,3,Travel_Rarely,33,Male,Divorced,3,Life Sciences,5,1099,10840,3
680,10841,"$2,083",No,20%,2,1,0,0,0,1,1,Research & Development,1,Research Scientist,No,3,3,3,Travel_Frequently,30,Female,Divorced,3,Medical,3,680,10841,4
1211,10842,"$4,115",No,19%,3,4,3,0,3,8,8,Sales,2,Sales Executive,No,3,1,3,Travel_Rarely,30,Male,Divorced,4,Life Sciences,29,1211,10842,3
1975,10843,"$13,341",No,12%,3,20,8,11,10,21,0,Sales,4,Sales Executive,No,2,1,3,Travel_Rarely,39,Male,Single,4,Marketing,15,1975,10843,3
1140,10844,"$4,033",No,11%,3,3,2,0,2,5,2,Research & Development,2,Manufacturing Director,No,4,3,2,Travel_Frequently,34,Male,Single,2,Life Sciences,2,1140,10844,3
384,10845,"$6,397",No,20%,6,6,5,1,4,6,1,Research & Development,2,Manufacturing Director,No,3,2,1,Travel_Frequently,26,Female,Divorced,3,Life Sciences,1,384,10845,4
1206,10846,"$2,290",No,13%,3,0,0,0,0,6,2,Research & Development,1,Research Scientist,No,4,3,3,Non-Travel,44,Male,Single,3,Life Sciences,17,1206,10846,3
762,10847,"$11,103",No,11%,1,10,7,1,1,30,7,Research & Development,4,Healthcare Representative,No,3,4,2,Travel_Rarely,56,Male,Married,3,Medical,9,762,10847,3
1911,10848,"$13,348",No,13%,3,13,7,5,7,18,9,Research & Development,3,Research Director,No,3,1,4,Travel_Rarely,42,Male,Married,3,Medical,6,1911,10848,3
416,10849,"$6,929",No,11%,3,8,7,7,7,10,4,Sales,2,Sales Executive,No,2,4,2,Travel_Rarely,31,Male,Married,3,Technical Degree,7,416,10849,3
1180,10850,"$4,422",Yes,13%,3,1,1,0,0,16,3,Research & Development,2,Research Scientist,No,3,4,1,Travel_Frequently,40,Female,Married,2,Medical,26,1180,10850,3
1552,10851,"$4,069",Yes,18%,2,2,2,2,2,8,3,Research & Development,2,Healthcare Representative,No,4,4,3,Non-Travel,40,Male,Divorced,2,Life Sciences,8,1552,10851,3
1815,10852,"$10,447",Yes,13%,3,22,14,13,5,23,0,Sales,3,Sales Executive,No,3,3,4,Travel_Rarely,41,Female,Divorced,1,Marketing,4,1815,10852,3
1478,10853,"$4,759",No,18%,2,13,9,3,12,15,3,Sales,2,Sales Executive,No,4,1,3,Travel_Rarely,34,Male,Single,3,Other,3,1478,10853,3
164,10854,"$2,368",No,19%,3,5,4,4,3,5,1,Research & Development,1,Research Scientist,No,3,2,2,Travel_Rarely,26,Female,Married,3,Other,6,164,10854,3
565,10855,"$2,546",No,16%,2,2,2,1,1,6,5,Research & Development,1,Research Scientist,Yes,3,2,4,Travel_Rarely,29,Female,Married,5,Technical Degree,25,565,10855,3
78,10856,"$6,162",Yes,22%,3,9,8,7,8,9,1,Research & Development,2,Manufacturing Director,No,1,4,3,Travel_Rarely,32,Male,Married,3,Medical,1,78,10856,4
373,10857,"$3,210",No,11%,4,15,13,10,11,16,0,Research & Development,1,Laboratory Technician,No,4,4,3,Travel_Rarely,36,Male,Married,3,Life Sciences,6,373,10857,3
259,10858,"$19,999",No,14%,5,33,18,11,9,34,0,Research & Development,5,Manager,No,3,3,3,Travel_Rarely,52,Male,Married,4,Life Sciences,1,259,10858,3
1928,10859,"$1,091",No,17%,3,1,0,0,0,1,1,Sales,1,Sales Representative,Yes,3,1,3,Travel_Frequently,29,Male,Single,3,Technical Degree,24,1928,10859,3
1038,10860,"$19,845",No,15%,3,32,14,6,9,33,1,Sales,5,Manager,Yes,1,4,3,Travel_Rarely,52,Female,Married,1,Marketing,2,1038,10860,3
352,10861,"$19,436",No,19%,5,21,7,3,9,22,0,Research & Development,5,Research Director,No,1,3,3,Travel_Rarely,40,Male,Divorced,2,Medical,2,352,10861,3
1336,10862,"$19,187",No,14%,5,19,9,9,11,23,4,Research & Development,5,Manager,No,4,3,3,Travel_Rarely,55,Female,Married,2,Medical,2,1336,10862,3
532,10863,"$13,212",No,11%,0,7,7,7,7,36,9,Sales,4,Sales Executive,No,3,1,2,Travel_Frequently,56,Female,Married,3,Life Sciences,6,532,10863,3
1285,10864,"$4,444",No,13%,2,11,8,5,10,15,4,Research & Development,2,Laboratory Technician,No,3,2,4,Travel_Frequently,34,Female,Divorced,3,Medical,19,1285,10864,3
1548,10865,"$5,473",No,12%,5,8,4,7,1,9,0,Sales,2,Sales Executive,No,1,1,4,Travel_Rarely,40,Male,Married,2,Medical,9,1548,10865,3
1592,10866,"$2,073",No,16%,2,2,2,2,2,4,2,Research & Development,1,Research Scientist,No,4,3,3,Travel_Rarely,23,Male,Married,3,Technical Degree,10,1592,10866,3
439,10867,"$5,055",No,16%,0,7,7,0,7,10,7,Research & Development,2,Research Scientist,No,1,4,2,Travel_Rarely,32,Female,Single,4,Medical,2,439,10867,3
1011,10868,"$4,148",No,12%,1,4,3,0,3,4,1,Research & Development,2,Manufacturing Director,No,3,1,3,Travel_Frequently,31,Female,Married,1,Life Sciences,1,1011,10868,3
567,10869,"$8,412",No,11%,3,9,8,7,8,10,0,Sales,3,Sales Executive,No,3,1,3,Non-Travel,30,Female,Married,4,Other,22,567,10869,3
425,10870,"$5,210",No,18%,2,24,9,9,11,24,1,Research & Development,3,Laboratory Technician,No,1,1,3,Travel_Frequently,45,Male,Divorced,3,Life Sciences,7,425,10870,3
1640,10871,"$3,936",No,11%,2,8,4,7,7,8,1,Research & Development,1,Research Scientist,No,2,2,1,Travel_Rarely,37,Female,Married,3,Medical,10,1640,10871,3
1680,10872,"$2,728",No,11%,3,2,2,0,2,2,1,Sales,1,Sales Representative,No,4,1,3,Travel_Rarely,20,Male,Single,1,Life Sciences,9,1680,10872,3
1539,10873,"$14,411",Yes,13%,2,32,6,13,9,32,1,Research & Development,4,Research Director,No,3,4,3,Travel_Frequently,50,Male,Single,5,Medical,22,1539,10873,3
1042,10874,"$2,743",No,16%,1,17,13,15,14,18,1,Research & Development,1,Laboratory Technician,Yes,3,1,3,Travel_Rarely,36,Female,Single,4,Life Sciences,16,1042,10874,3
1943,10875,"$5,087",Yes,12%,4,0,0,0,0,14,3,Sales,2,Sales Executive,No,2,4,3,Travel_Rarely,42,Male,Divorced,4,Marketing,12,1943,10875,3
1202,10876,"$2,168",Yes,18%,2,5,4,1,3,6,0,Research & Development,1,Research Scientist,No,2,4,2,Travel_Rarely,29,Female,Married,1,Life Sciences,15,1202,10876,3
1004,10877,"$2,132",Yes,11%,2,5,2,0,1,7,4,Research & Development,1,Research Scientist,Yes,1,3,3,Travel_Rarely,30,Female,Married,3,Life Sciences,22,1004,10877,3
447,10878,"$18,300",No,11%,2,3,2,1,1,21,4,Research & Development,5,Research Director,No,4,3,3,Travel_Rarely,47,Male,Married,5,Life Sciences,5,447,10878,3
177,10879,"$2,942",No,23%,3,8,7,5,7,8,1,Human Resources,1,Human Resources,No,3,3,3,Travel_Rarely,26,Female,Married,1,Life Sciences,25,177,10879,4
1466,10880,"$5,486",No,11%,3,2,2,2,2,15,4,Sales,2,Sales Executive,No,3,1,3,Travel_Rarely,48,Male,Divorced,3,Marketing,7,1466,10880,3
113,10881,"$2,322",No,13%,3,0,0,0,0,3,3,Sales,1,Sales Representative,No,3,1,3,Travel_Rarely,23,Male,Divorced,1,Technical Degree,2,113,10881,3
1081,10882,"$2,461",Yes,12%,2,10,0,2,7,18,9,Research & Development,1,Research Scientist,Yes,1,3,4,Travel_Rarely,51,Male,Married,4,Life Sciences,4,1081,10882,3
950,10883,"$13,582",No,13%,3,15,12,5,11,15,1,Research & Development,3,Research Director,No,4,1,3,Travel_Rarely,38,Female,Married,3,Technical Degree,1,950,10883,3
314,10884,"$8,789",No,14%,3,10,7,0,8,10,1,Sales,3,Sales Executive,No,3,3,4,Travel_Frequently,35,Female,Single,3,Marketing,1,314,10884,3
611,10885,"$4,262",No,12%,2,3,2,1,2,8,4,Research & Development,2,Manufacturing Director,No,4,4,4,Travel_Rarely,29,Male,Divorced,3,Technical Degree,19,611,10885,3
1710,10886,"$4,502",No,15%,2,13,7,6,7,17,3,Sales,2,Sales Representative,No,3,4,2,Travel_Rarely,36,Female,Single,4,Life Sciences,2,1710,10886,3
478,10887,"$2,174",Yes,11%,3,3,2,1,2,3,1,Sales,1,Sales Representative,Yes,1,2,3,Travel_Frequently,21,Female,Single,1,Technical Degree,1,478,10887,3
808,10888,"$6,500",No,17%,1,3,2,1,2,6,5,Sales,2,Sales Executive,No,3,1,3,Travel_Rarely,34,Female,Married,2,Life Sciences,8,808,10888,3
72,10889,"$4,157",Yes,19%,2,2,2,0,0,5,7,Sales,2,Sales Executive,No,3,4,2,Travel_Rarely,26,Female,Married,3,Marketing,23,72,10889,3
1948,10890,"$3,065",Yes,13%,3,4,2,2,3,4,1,Research & Development,1,Research Scientist,No,3,1,4,Non-Travel,31,Male,Divorced,2,Medical,3,1948,10890,3
573,10891,"$10,266",No,19%,5,18,13,13,11,22,4,Sales,3,Sales Executive,No,3,1,4,Travel_Frequently,60,Female,Married,3,Marketing,28,573,10891,3
875,10892,"$2,515",Yes,14%,2,2,1,2,2,8,5,Research & Development,1,Research Scientist,No,2,4,3,Travel_Frequently,42,Male,Single,1,Medical,2,875,10892,3
426,10893,"$2,695",Yes,18%,2,2,2,2,2,3,0,Research & Development,1,Research Scientist,No,3,4,1,Travel_Rarely,31,Male,Divorced,4,Life Sciences,2,426,10893,3
575,10894,"$17,861",No,13%,2,3,2,0,1,26,6,Research & Development,4,Research Director,No,1,3,1,Travel_Rarely,46,Male,Married,3,Life Sciences,2,575,10894,3
1467,10895,"$2,742",No,15%,0,2,2,2,2,2,1,Human Resources,1,Human Resources,Yes,1,3,3,Travel_Rarely,34,Female,Married,4,Technical Degree,9,1467,10895,3
2026,10896,"$6,306",No,21%,2,13,12,1,9,13,1,Research & Development,2,Healthcare Representative,No,3,3,2,Non-Travel,56,Male,Divorced,4,Life Sciences,1,2026,10896,4
1496,10897,"$10,209",Yes,18%,2,2,2,2,2,16,5,Research & Development,3,Manufacturing Director,No,2,3,2,Travel_Frequently,44,Male,Single,1,Medical,2,1496,10897,3
548,10898,"$6,091",No,20%,2,5,4,0,2,11,2,Research & Development,2,Manufacturing Director,No,3,4,3,Travel_Rarely,30,Female,Single,3,Life Sciences,2,548,10898,4
270,10899,"$5,265",No,16%,5,5,3,0,2,11,2,Research & Development,2,Manufacturing Director,No,3,3,3,Non-Travel,42,Female,Divorced,2,Medical,21,270,10899,3
1856,10900,"$2,105",No,12%,2,2,2,2,0,7,4,Research & Development,1,Laboratory Technician,No,2,3,3,Travel_Rarely,47,Female,Single,4,Life Sciences,9,1856,10900,3
1651,10901,"$8,008",No,12%,6,3,2,0,2,9,4,Research & Development,3,Healthcare Representative,No,2,1,3,Travel_Rarely,36,Female,Married,4,Life Sciences,5,1651,10901,3
856,10902,"$2,559",No,11%,3,6,5,1,1,6,1,Research & Development,1,Research Scientist,No,3,1,2,Travel_Rarely,35,Female,Single,1,Medical,27,856,10902,3
661,10903,"$16,627",Yes,14%,3,1,0,0,0,21,4,Research & Development,4,Research Director,No,2,4,2,Travel_Rarely,43,Male,Divorced,4,Other,6,661,10903,3
1784,10904,"$5,468",No,14%,3,12,7,5,7,13,1,Sales,2,Sales Executive,No,1,4,3,Travel_Rarely,31,Female,Married,4,Marketing,29,1784,10904,3
1221,10905,"$2,741",No,14%,4,7,7,1,7,7,1,Research & Development,1,Laboratory Technician,No,3,3,3,Travel_Rarely,36,Male,Divorced,4,Life Sciences,6,1221,10905,3
23,10906,"$15,427",No,16%,3,25,8,3,7,31,2,Sales,4,Manager,No,1,4,3,Travel_Rarely,53,Female,Married,4,Life Sciences,2,23,10906,3
843,10907,"$17,159",No,24%,3,4,1,1,0,22,6,Research & Development,4,Research Director,No,2,1,3,Travel_Rarely,43,Male,Married,2,Life Sciences,14,843,10907,4
878,10908,"$2,342",No,21%,3,5,4,0,3,6,0,Human Resources,1,Human Resources,No,1,1,3,Travel_Rarely,36,Male,Married,3,Life Sciences,8,878,10908,4
1708,10909,"$9,241",No,12%,3,10,8,8,7,10,1,Sales,3,Sales Executive,No,4,3,3,Travel_Rarely,41,Male,Single,3,Marketing,6,1708,10909,3
61,10910,"$3,022",No,21%,1,1,0,0,0,8,4,Research & Development,1,Research Scientist,No,2,2,3,Travel_Rarely,37,Male,Married,2,Life Sciences,19,61,10910,4
1853,10911,"$4,648",No,13%,2,0,0,0,0,4,8,Sales,2,Sales Executive,No,4,4,4,Travel_Frequently,32,Male,Single,4,Marketing,10,1853,10911,3
555,10912,"$2,351",No,16%,3,2,2,1,0,3,0,Sales,1,Sales Representative,Yes,4,3,2,Travel_Frequently,34,Female,Divorced,2,Marketing,6,555,10912,3
1804,10913,"$5,762",No,14%,6,7,7,1,7,15,2,Research & Development,2,Manufacturing Director,No,2,4,3,Non-Travel,35,Male,Divorced,2,Medical,2,1804,10913,3
571,10914,"$2,564",No,14%,2,11,7,6,7,12,0,Research & Development,1,Laboratory Technician,No,3,4,2,Non-Travel,30,Female,Single,3,Medical,2,571,10914,3
407,10915,"$3,688",No,18%,2,1,0,0,0,4,4,Research & Development,1,Laboratory Technician,No,3,4,3,Travel_Frequently,36,Male,Married,4,Life Sciences,18,407,10915,3
1196,10916,"$6,474",No,13%,2,14,8,3,11,14,1,Research & Development,2,Manufacturing Director,No,4,4,2,Travel_Rarely,37,Female,Married,3,Life Sciences,1,1196,10916,3
564,10917,"$11,935",No,18%,2,10,2,0,7,10,1,Research & Development,3,Research Director,No,2,3,3,Travel_Rarely,29,Male,Married,4,Medical,3,564,10917,3
110,10918,"$4,325",No,15%,2,5,2,1,3,5,1,Research & Development,2,Manufacturing Director,No,1,2,3,Travel_Rarely,34,Male,Married,2,Medical,1,110,10918,3
529,10919,"$4,449",Yes,15%,2,13,11,10,7,15,3,Research & Development,2,Research Scientist,No,2,3,3,Non-Travel,37,Female,Married,5,Medical,25,529,10919,3
163,10920,"$6,172",Yes,18%,3,7,7,7,7,12,4,Sales,2,Sales Executive,Yes,2,3,2,Travel_Rarely,31,Male,Married,4,Life Sciences,6,163,10920,3
1368,10921,"$1,611",No,15%,5,0,0,0,0,0,1,Research & Development,1,Laboratory Technician,No,4,4,4,Non-Travel,18,Female,Single,3,Life Sciences,1,1368,10921,3
1387,10922,"$4,724",No,11%,0,5,3,0,4,5,1,Sales,2,Sales Executive,No,3,1,3,Travel_Rarely,28,Male,Married,3,Life Sciences,26,1387,10922,3
1076,10923,"$10,798",No,13%,5,1,0,0,0,18,5,Sales,3,Sales Executive,No,3,4,3,Travel_Rarely,43,Male,Divorced,3,Medical,25,1076,10923,3
1482,10924,"$1,274",No,13%,2,1,0,0,0,1,1,Research & Development,1,Research Scientist,No,3,3,2,Non-Travel,30,Male,Divorced,3,Technical Degree,7,1482,10924,3
379,10925,"$3,230",No,17%,4,3,2,1,0,3,1,Research & Development,1,Research Scientist,No,4,3,4,Travel_Rarely,21,Male,Single,2,Medical,3,379,10925,3
331,10926,"$3,730",Yes,14%,2,3,2,1,2,4,0,Research & Development,1,Laboratory Technician,Yes,4,3,1,Travel_Rarely,32,Male,Single,3,Life Sciences,1,331,10926,3
339,10927,"$5,957",No,13%,3,11,9,5,9,13,6,Research & Development,2,Manufacturing Director,No,4,1,3,Travel_Rarely,34,Male,Married,4,Life Sciences,2,339,10927,3
437,10928,"$4,478",Yes,11%,3,5,4,0,4,5,1,Sales,2,Sales Executive,No,4,3,3,Travel_Rarely,27,Male,Single,3,Life Sciences,2,437,10928,3
1340,10929,"$3,544",No,16%,0,4,2,0,0,6,9,Research & Development,1,Research Scientist,No,3,3,3,Non-Travel,40,Male,Divorced,2,Life Sciences,16,1340,10929,3
1420,10930,"$4,284",No,20%,2,4,3,1,3,20,3,Research & Development,2,Laboratory Technician,Yes,1,1,3,Travel_Frequently,49,Male,Single,2,Life Sciences,28,1420,10930,4
1762,10931,"$2,109",No,13%,2,1,0,0,0,1,1,Research & Development,1,Research Scientist,No,4,1,3,Travel_Rarely,29,Female,Divorced,3,Technical Degree,4,1762,10931,3
954,10932,"$9,705",No,12%,2,1,0,0,0,11,2,Sales,3,Sales Executive,No,1,2,2,Travel_Rarely,40,Male,Divorced,4,Marketing,10,954,10932,3
458,10933,"$6,214",No,18%,3,8,7,0,7,8,1,Sales,2,Sales Executive,No,2,2,3,Travel_Rarely,27,Female,Married,4,Marketing,8,458,10933,3
828,10934,"$4,382",No,17%,3,2,2,2,1,5,6,Research & Development,1,Research Scientist,Yes,3,3,2,Travel_Rarely,28,Male,Single,4,Medical,2,828,10934,3
1952,10935,"$2,867",No,13%,6,7,7,7,6,8,0,Research & Development,1,Laboratory Technician,No,3,1,2,Travel_Rarely,26,Male,Single,3,Medical,1,1952,10935,3
47,10936,"$2,683",Yes,14%,2,3,2,0,2,3,1,Sales,1,Sales Representative,Yes,1,3,3,Travel_Rarely,50,Male,Married,2,Marketing,3,47,10936,3
724,10937,"$7,625",No,13%,4,9,7,1,8,10,0,Research & Development,2,Healthcare Representative,No,2,4,2,Travel_Rarely,38,Female,Single,4,Life Sciences,1,724,10937,3
1235,10938,"$4,998",Yes,14%,2,8,7,0,7,10,4,Research & Development,2,Research Scientist,No,4,3,3,Travel_Frequently,32,Female,Single,2,Life Sciences,2,1235,10938,3
1709,10939,"$2,974",No,17%,2,5,3,1,2,9,9,Research & Development,1,Laboratory Technician,No,4,3,3,Travel_Rarely,29,Female,Married,4,Medical,9,1709,10939,3
364,10940,"$3,485",No,11%,5,0,0,0,0,5,2,Research & Development,1,Laboratory Technician,Yes,1,3,1,Travel_Rarely,28,Male,Single,4,Life Sciences,2,364,10940,3
1683,10941,"$3,195",Yes,18%,2,2,2,2,2,8,4,Human Resources,1,Human Resources,No,3,4,3,Travel_Rarely,44,Female,Divorced,3,Life Sciences,1,1683,10941,3
1789,10942,"$19,328",Yes,17%,3,2,1,2,2,24,7,Research & Development,5,Research Director,No,3,4,3,Travel_Rarely,46,Male,Divorced,4,Medical,2,1789,10942,3
1438,10943,"$3,420",No,12%,2,6,5,1,2,17,7,Research & Development,1,Research Scientist,No,1,4,2,Travel_Rarely,47,Male,Married,3,Technical Degree,1,1438,10943,3
1668,10944,"$4,735",No,15%,4,13,11,2,9,19,7,Research & Development,2,Research Scientist,No,4,4,4,Travel_Frequently,38,Male,Married,3,Life Sciences,1,1668,10944,3
1803,10945,"$5,538",No,18%,2,0,0,0,0,10,5,Research & Development,2,Healthcare Representative,No,2,1,2,Travel_Rarely,42,Male,Married,3,Medical,13,1803,10945,3
79,10946,"$2,406",No,11%,2,10,3,9,9,10,1,Research & Development,2,Laboratory Technician,No,4,4,3,Travel_Frequently,38,Female,Single,5,Life Sciences,29,79,10946,3
1612,10947,"$4,385",No,15%,2,10,7,4,5,10,1,Sales,2,Sales Executive,No,1,1,3,Non-Travel,45,Male,Married,3,Marketing,26,1612,10947,3
2009,10948,"$4,878",Yes,13%,6,9,7,8,1,10,0,Research & Development,2,Healthcare Representative,No,2,4,3,Travel_Rarely,33,Female,Married,2,Medical,15,2009,10948,3
1475,10949,"$3,420",No,13%,3,5,2,1,3,6,1,Research & Development,1,Research Scientist,No,4,2,2,Travel_Rarely,44,Male,Single,3,Life Sciences,20,1475,10949,3
1797,10950,"$5,813",Yes,18%,2,10,7,7,7,10,1,Sales,2,Sales Executive,Yes,3,4,3,Travel_Rarely,35,Male,Single,3,Life Sciences,27,1797,10950,3
1924,10951,"$5,487",No,14%,2,10,4,0,9,10,1,Sales,2,Sales Executive,No,2,3,2,Travel_Rarely,33,Male,Single,4,Marketing,10,1924,10951,3
664,10952,"$15,402",No,11%,3,3,2,0,2,21,7,Research & Development,4,Manager,No,4,1,1,Travel_Rarely,48,Female,Married,4,Life Sciences,1,664,10952,3
1740,10953,"$19,833",No,14%,3,21,8,12,8,21,1,Sales,5,Manager,No,2,2,2,Travel_Rarely,40,Male,Single,4,Medical,7,1740,10953,3
1673,10954,"$5,476",No,11%,2,10,0,0,2,10,1,Sales,2,Sales Executive,No,1,4,3,Travel_Rarely,31,Female,Married,4,Life Sciences,5,1673,10954,3
120,10955,"$5,441",Yes,22%,2,10,7,1,0,11,0,Sales,2,Sales Executive,No,3,4,1,Travel_Rarely,51,Male,Single,4,Marketing,21,120,10955,4
1441,10956,"$2,066",No,22%,3,3,2,1,0,5,2,Research & Development,1,Research Scientist,No,1,1,4,Travel_Rarely,56,Female,Married,2,Life Sciences,1,1441,10956,4
1435,10957,"$5,810",No,16%,2,10,4,1,8,10,1,Research & Development,2,Laboratory Technician,No,1,4,2,Travel_Rarely,36,Male,Single,4,Life Sciences,4,1435,10957,3
591,10958,"$2,093",No,17%,4,2,2,2,0,8,4,Research & Development,1,Laboratory Technician,No,2,3,3,Travel_Frequently,42,Male,Married,2,Other,5,591,10958,3
1659,10959,"$2,013",No,11%,4,4,3,1,3,15,2,Research & Development,1,Laboratory Technician,No,1,2,3,Travel_Rarely,36,Male,Single,3,Life Sciences,7,1659,10959,3
